system_id,bulk_symbols,has_transition_metal,has_noble_metal,has_rare_earth,fraction_transition_metal,d_band_filling,metal_diversity,metal_electronegativity_spread,weighted_electron_affinity
32388,Hg1Sb2O6,1,0,0,0.1111111111111111,1.0,2,0.04999999999999982,68.8
32389,Ce1Zr7O16,1,0,1,0.2916666666666667,0.19999999999999998,2,0.20999999999999996,42.212500000000006
32391,Al4Bi12O36,0,0,0,0.0,0.0,2,0.4099999999999999,79.1
32392,Ag16O24,1,1,0,0.4,1.0,1,0.0,125.6
32393,Ti15Nb1O32,1,0,0,0.3333333333333333,0.21250000000000002,2,0.06000000000000005,12.506249999999998
32394,Sr12Si4O4,0,0,0,0.0,0.0,2,0.95,37.275
32395,Mn2Mo2O8,1,0,0,0.3333333333333333,0.5,2,0.6100000000000001,35.95
32396,Mg4Mo8O28,1,0,0,0.2,0.5,2,0.8500000000000001,47.93333333333333
32397,Ga4Ag4O8,1,1,0,0.25,1.0,2,0.11999999999999988,83.3
32398,Ba4Au4O8,1,1,0,0.25,1.0,2,1.65,118.35000000000001
32399,Hg4Se4O12,1,0,0,0.2,1.0,2,0.5499999999999998,97.5
32400,Ba1Pd1O3,1,1,0,0.2,1.0,2,1.31,33.800000000000004
32401,Ti2Fe22O32,1,0,0,0.42857142857142855,0.5666666666666665,2,0.29000000000000004,15.024999999999999
32402,Fe1Te1O4,1,0,0,0.16666666666666666,0.6,2,0.27,102.94999999999999
32403,Sr12Si4O20,0,0,0,0.0,0.0,2,0.95,37.275
32404,Ca4Bi4O12,0,0,0,0.0,0.0,2,1.02,46.85
32405,Si2Ag8O8,1,1,0,0.4444444444444444,1.0,2,0.030000000000000027,127.29999999999998
32406,Mg2W8O18,1,0,0,0.2857142857142857,0.4,2,1.0499999999999998,62.879999999999995
32407,Ba1Sc1O3,1,0,1,0.2,0.1,2,0.4700000000000001,16.0
32408,Mn2Sb2O8,1,0,0,0.16666666666666666,0.5,2,0.4999999999999998,51.6
32409,K2Ir8O16,1,1,0,0.3076923076923077,0.7,2,1.3800000000000003,130.48
32410,Co2Ag2O4,1,1,0,0.5,0.85,2,0.050000000000000044,94.65
32411,Li1Tl1O2,0,0,0,0.0,0.0,2,0.6400000000000001,39.4
32412,Fe4Se4O16,1,0,0,0.16666666666666666,0.6,2,0.7199999999999998,105.35
32415,Na8Si12O28,0,0,0,0.0,0.0,2,0.9699999999999999,101.57999999999997
32416,Ba9Ru9O27,1,1,0,0.2,0.7,2,1.31,57.599999999999994
32417,Al4Sn4O12,0,0,0,0.0,0.0,2,0.34999999999999987,74.9
32418,V8O20,1,0,0,0.2857142857142857,0.3,1,0.0,50.9
32420,Ag2Hg2O4,1,1,0,0.5,1.0,2,0.07000000000000006,62.8
32421,Tl6V2O8,1,0,0,0.125,0.3,2,0.009999999999999787,27.125
32423,Y4Mn8O16,1,0,1,0.42857142857142855,0.3666666666666667,2,0.33000000000000007,9.866666666666667
32424,Y4Si4O14,1,0,1,0.18181818181818182,0.1,2,0.6799999999999999,81.85
32425,Si6Sb4O18,0,0,0,0.0,0.0,2,0.1499999999999999,121.74000000000001
32426,Ag2Hg2O4,1,1,0,0.5,1.0,2,0.07000000000000006,62.8
32427,Sc1Mo3O8,1,0,1,0.3333333333333333,0.4,2,0.8,58.45
32428,Cr1W3O12,1,0,0,0.25,0.42500000000000004,2,0.7,75.02499999999999
32429,Si8Ni4O24,1,0,0,0.1111111111111111,0.8,2,0.010000000000000009,126.73333333333333
32430,Co1Au1O4,1,1,0,0.3333333333333333,0.85,2,0.6600000000000001,143.25
32432,Cu2Ag2O4,1,1,0,0.5,1.0,2,0.030000000000000027,122.0
32433,Ti2Mn2O8,1,0,0,0.3333333333333333,0.35,2,0.010000000000000009,3.8
32434,Tl4Cu8O8,1,0,0,0.4,1.0,2,0.2799999999999998,85.33333333333333
32435,K6O6,0,0,0,0.0,0.0,1,0.0,48.4
32436,K8Fe4O10,1,0,0,0.18181818181818182,0.6,2,1.0100000000000002,37.49999999999999
32437,Ba4Ag4O8,1,1,0,0.25,1.0,2,1.04,69.75
32440,Al4Ag4O8,1,1,0,0.25,1.0,2,0.31999999999999984,84.05
32441,K1Hf1O3,1,0,0,0.2,0.2,2,0.4800000000000001,24.2
32445,Fe6Bi6O18,1,0,0,0.2,0.6,2,0.18999999999999995,53.5
32446,Ti2W4O16,1,0,0,0.2727272727272727,0.3333333333333333,2,0.8199999999999998,54.93333333333333
32448,Tl4V6O16,1,0,0,0.23076923076923078,0.3,2,0.009999999999999787,38.21999999999999
32449,Tl6Ni6O18,1,0,0,0.2,0.7999999999999999,2,0.2899999999999998,65.60000000000001
32451,Mn2W2O8,1,0,0,0.3333333333333333,0.44999999999999996,2,0.8099999999999998,39.3
32453,Hf18Mo8O6,1,0,0,0.8125,0.29230769230769227,2,0.8600000000000001,22.123076923076926
32454,Li8Rh4O12,1,1,0,0.16666666666666666,0.8,2,1.2999999999999998,76.30000000000001
32456,V2Si4O12,1,0,0,0.1111111111111111,0.3,2,0.27,106.36666666666667
32458,Rb1Pt1O3,1,1,0,0.2,0.9,2,1.46,126.10000000000001
32459,Y4Nb4O16,1,0,1,0.3333333333333333,0.25,2,0.3800000000000001,57.849999999999994
32461,Ti4Si4O16,1,0,0,0.16666666666666666,0.2,2,0.3599999999999999,70.85
32462,Zn2O2,1,0,0,0.5,1.0,1,0.0,0.0
32463,Ti1Cr7O12,1,0,0,0.4,0.4625,2,0.11999999999999988,57.2125
32464,Mg6Ga12O24,0,0,0,0.0,0.0,2,0.5,27.333333333333332
32465,Ni4Mo6O16,1,0,0,0.38461538461538464,0.62,2,0.2500000000000002,87.94
32467,Mn6Tl6O18,1,0,0,0.2,0.5,2,0.07000000000000006,9.6
32468,Li2Ti6O8,1,0,0,0.375,0.19999999999999998,2,0.56,20.6
32469,Bi2Au2O4,1,1,0,0.25,1.0,2,0.52,157.05
32474,Na12Be2O8,0,0,0,0.0,0.0,2,0.64,45.25714285714285
32475,Li4Co12O24,1,0,0,0.3,0.7000000000000001,2,0.8999999999999999,62.675000000000004
32478,Hg4Mo4O14,1,0,0,0.36363636363636365,0.75,2,0.16000000000000014,35.95
32480,Sc8Rh8O24,1,1,1,0.4,0.45,2,0.9199999999999997,63.900000000000006
32483,Co1As1O4,1,0,0,0.16666666666666666,0.7,2,0.30000000000000027,70.95
32484,Cr1Ir1O4,1,1,0,0.3333333333333333,0.6,2,0.5400000000000003,107.65
32485,Sr4W4O16,1,0,0,0.16666666666666666,0.4,2,1.41,41.8
32486,Ca4Ag4O8,1,1,0,0.25,1.0,2,0.9299999999999999,64.0
32489,Rb4Bi4O8,0,0,0,0.0,0.0,2,1.2000000000000002,69.1
32490,Co2Ni2O6,1,0,0,0.4,0.75,2,0.030000000000000027,87.85
32491,Mn1Sn1O4,1,0,0,0.16666666666666666,0.5,2,0.4099999999999999,53.65
32492,Y4Hf4O14,1,0,1,0.36363636363636365,0.15000000000000002,2,0.08000000000000007,14.8
32493,Ca4Au8O16,1,1,0,0.2857142857142857,1.0,2,1.54,149.33333333333334
32495,Ba16Ge8O32,0,0,0,0.0,0.0,2,1.1199999999999997,48.93333333333334
32497,Ca4Hf4O12,1,0,0,0.2,0.2,2,0.30000000000000004,1.2
32500,Sr3Rh16O32,1,1,0,0.3137254901960784,0.8,2,1.3299999999999998,93.16842105263159
32501,Mn2V8O24,1,0,0,0.29411764705882354,0.33999999999999997,2,0.07999999999999985,40.71999999999999
32504,Nb4V4O20,1,0,0,0.2857142857142857,0.35,2,0.029999999999999805,68.5
32505,Sc4Mn4O12,1,0,1,0.4,0.3,2,0.18999999999999995,9.05
32506,V4Ge8O24,1,0,0,0.1111111111111111,0.3,2,0.3799999999999999,96.3
32508,Fe4Sb4O16,1,0,0,0.16666666666666666,0.6,2,0.21999999999999975,59.45
32509,Ta3Al4O14,1,0,0,0.14285714285714285,0.3,2,0.1100000000000001,37.57142857142857
32511,Zn8Ge12O32,1,0,0,0.15384615384615385,1.0,2,0.3599999999999999,71.4
32513,Si8Ni4O24,1,0,0,0.1111111111111111,0.8,2,0.010000000000000009,126.73333333333333
32514,Sr4O8,0,0,0,0.0,0.0,1,0.0,5.0
32515,Rb6Se4O16,0,0,0,0.0,0.0,2,1.73,106.14000000000001
32516,Cd2Hg2O4,1,0,0,0.5,1.0,2,0.31000000000000005,0.0
32518,V8Co8O28,1,0,0,0.36363636363636365,0.5,2,0.25,57.3
32519,Zr2Ti2O8,1,0,0,0.3333333333333333,0.2,2,0.20999999999999996,24.349999999999998
32520,Ag1Te1O4,1,1,0,0.16666666666666666,1.0,2,0.17000000000000015,157.89999999999998
32521,Sr6W2O12,1,0,0,0.1,0.4,2,1.41,23.4
32522,Be2Ga4O8,0,0,0,0.0,0.0,2,0.24,27.333333333333332
32523,Mg8Pt4O16,1,1,0,0.14285714285714285,0.9,2,0.9699999999999998,68.43333333333334
32525,Rb2Mn8O16,1,0,0,0.3076923076923077,0.5,2,0.7300000000000001,9.379999999999999
32527,Mn4Fe8O12,1,0,0,0.5,0.5666666666666665,2,0.28,10.466666666666667
32529,Fe16Ge8O32,1,0,0,0.2857142857142857,0.6,2,0.17999999999999972,50.13333333333333
32530,Ta8Zn12O32,1,0,0,0.38461538461538464,0.72,2,0.1499999999999999,12.4
32531,K4Cd4O6,1,0,0,0.2857142857142857,1.0,2,0.87,24.2
32532,Zn4O4,1,0,0,0.5,1.0,1,0.0,0.0
32534,Co1W2O8,1,0,0,0.2727272727272727,0.5,2,0.48,73.63333333333334
32535,Co6W2O16,1,0,0,0.3333333333333333,0.625,2,0.48,67.42500000000001
32536,Zn4O4,1,0,0,0.5,1.0,1,0.0,0.0
32537,Y4Co4O12,1,0,1,0.4,0.39999999999999997,2,0.6599999999999999,46.650000000000006
32538,Ca20Al24O56,0,0,0,0.0,0.0,2,0.6100000000000001,24.272727272727273
32540,Sr4Ag4O8,1,1,0,0.25,1.0,2,0.98,65.3
32541,Ag4Os8O24,1,1,0,0.3333333333333333,0.7333333333333333,2,0.27000000000000024,112.59999999999997
32543,Tl2Cu2O4,1,0,0,0.25,1.0,2,0.2799999999999998,68.80000000000001
32544,Na4O2,0,0,0,0.0,0.0,1,0.0,52.8
32545,Ba1Nb5O8,1,0,0,0.35714285714285715,0.4,2,0.7100000000000001,74.06666666666666
32546,Ti4Mn8O16,1,0,0,0.42857142857142855,0.39999999999999997,2,0.010000000000000009,2.533333333333333
32547,Sr4Al8O16,0,0,0,0.0,0.0,2,0.6600000000000001,30.0
32549,Li4Tl4O8,0,0,0,0.0,0.0,2,0.6400000000000001,39.4
32551,Fe2O2,1,0,0,0.5,0.6,1,0.0,15.7
32552,Ni4Mo6O16,1,0,0,0.38461538461538464,0.62,2,0.2500000000000002,87.94
32553,Li4Cr8O16,1,0,0,0.2857142857142857,0.5,2,0.6799999999999999,62.73333333333332
32554,Fe1Te1O4,1,0,0,0.16666666666666666,0.6,2,0.27,102.94999999999999
32555,Cu1Te1O4,1,0,0,0.16666666666666666,1.0,2,0.20000000000000018,154.3
32556,Co3Pd3O6,1,1,0,0.5,0.85,2,0.3200000000000003,58.699999999999996
32557,Co8Ni2O16,1,0,0,0.38461538461538464,0.72,2,0.030000000000000027,73.36
32559,Al8Cr4O20,1,0,0,0.125,0.5,2,0.04999999999999982,49.76666666666666
32560,Li4Zn4O8,1,0,0,0.25,1.0,2,0.6699999999999999,29.8
32562,Fe1Rh1O4,1,1,0,0.3333333333333333,0.7,2,0.44999999999999973,62.7
32563,Ba1Ca3O4,0,0,0,0.0,0.0,2,0.10999999999999999,5.2749999999999995
32565,Al24Co12O48,1,0,0,0.14285714285714285,0.7000000000000001,2,0.2699999999999998,49.56666666666667
32566,Mn4Tl4O12,1,0,0,0.2,0.5,2,0.07000000000000006,9.6
32567,Tl1Bi1O4,0,0,0,0.0,0.0,2,0.3999999999999999,55.25
32568,Sr4Pd2O6,1,1,0,0.16666666666666666,1.0,2,1.2500000000000002,21.233333333333334
32570,Ba15Pt6O27,1,1,0,0.125,0.9,2,1.3899999999999997,68.58571428571429
32571,Mn1Sb1O4,1,0,0,0.16666666666666666,0.5,2,0.4999999999999998,51.6
32572,Sr24Pt6O36,1,1,0,0.09090909090909091,0.9,2,1.3299999999999998,45.059999999999995
32575,Ca1V4O10,1,0,0,0.26666666666666666,0.3,2,0.6299999999999999,41.2
32577,Ag2Bi2O4,1,1,0,0.25,1.0,2,0.09000000000000008,108.45
32581,K1Sc1O3,1,0,1,0.2,0.1,2,0.5400000000000001,33.25
32582,Li8Ru4O12,1,1,0,0.16666666666666666,0.7,2,1.2200000000000002,73.49999999999999
32583,Mn6O8,1,0,0,0.42857142857142855,0.5,1,0.0,0.0
32584,Mg8Si4O16,0,0,0,0.0,0.0,2,0.5899999999999999,44.699999999999996
32586,Tl1Hg1O4,1,0,0,0.16666666666666666,1.0,2,0.3799999999999999,9.6
32588,Na4Ti8O16,1,0,0,0.2857142857142857,0.2,2,0.61,22.66666666666667
32590,Y1Zr4O9,1,0,1,0.35714285714285715,0.18,2,0.1100000000000001,38.8
32591,Bi8Mo4O24,1,0,0,0.1111111111111111,0.5,2,0.14000000000000012,84.83333333333333
32593,Li4Hf2O6,1,0,0,0.16666666666666666,0.2,2,0.32000000000000006,39.733333333333334
32594,Li2Ti22O40,1,0,0,0.34375,0.20000000000000007,2,0.56,11.933333333333332
32595,Tl2O3,0,0,0,0.0,0.0,1,0.0,19.2
32596,Li12Hf4O14,1,0,0,0.13333333333333333,0.2,2,0.32000000000000006,44.7
32598,Na14Cd2O9,1,0,0,0.08,1.0,2,0.7599999999999999,46.199999999999996
32601,Ga8Fe8O24,1,0,0,0.2,0.6,2,0.020000000000000018,28.35
32603,Cr1Sb1O4,1,0,0,0.16666666666666666,0.5,2,0.3899999999999999,83.75
32604,Si16W4O40,1,0,0,0.06666666666666667,0.4,2,0.45999999999999996,122.99999999999997
32605,Ca8Ru4O16,1,1,0,0.14285714285714285,0.7,2,1.2000000000000002,35.36666666666667
32606,K10Co4O9,1,0,0,0.17391304347826086,0.7,2,1.06,52.77142857142858
32607,Mn6Cr12O24,1,0,0,0.42857142857142855,0.5,2,0.10999999999999988,42.86666666666666
32609,Mn6O8,1,0,0,0.42857142857142855,0.5,1,0.0,0.0
32610,Hg4W4O16,1,0,0,0.3333333333333333,0.7,2,0.3599999999999999,39.3
32611,Tl6V2O8,1,0,0,0.125,0.3,2,0.009999999999999787,27.125
32612,Tl1As1O4,0,0,0,0.0,0.0,2,0.56,48.7
32614,Rb3Nb20O34,1,0,0,0.3508771929824561,0.4000000000000001,2,0.7800000000000001,80.9869565217391
32615,Tl1Bi25O39,0,0,0,0.0,0.0,2,0.3999999999999999,88.52692307692308
32617,Si8W4O24,1,0,0,0.1111111111111111,0.4,2,0.45999999999999996,115.59999999999997
32618,Ba4Ag4O8,1,1,0,0.25,1.0,2,1.04,69.75
32619,K1Sc1O3,1,0,1,0.2,0.1,2,0.5400000000000001,33.25
32620,Mg1Be1O3,0,0,0,0.0,0.0,2,0.26,0.0
32622,Na8Sn2O8,0,0,0,0.0,0.0,2,1.0299999999999998,63.69999999999999
32624,Y2W6O16,1,0,1,0.3333333333333333,0.325,2,1.14,66.35
32625,Ta8Cu8O24,1,0,0,0.4,0.65,2,0.3999999999999999,74.7
32626,Ni6O8,1,0,0,0.42857142857142855,0.7999999999999999,1,0.0,112.0
32627,Rb1Rh1O3,1,1,0,0.2,0.8,2,1.46,78.3
32628,Cu24Sn4O32,1,0,0,0.4,1.0,2,0.06000000000000005,116.81428571428576
32630,Mg3Sb1O4,0,0,0,0.0,0.0,2,0.7399999999999998,25.8
32631,Na4O2,0,0,0,0.0,0.0,1,0.0,52.8
32632,Hg1As1O4,1,0,0,0.16666666666666666,1.0,2,0.18000000000000016,39.1
32633,Mg4V12O32,1,0,0,0.25,0.29999999999999993,2,0.31999999999999984,38.175
32634,Nb2Sb6O16,1,0,0,0.08333333333333333,0.4,2,0.44999999999999973,98.92500000000001
32635,Tl2O3,0,0,0,0.0,0.0,1,0.0,19.2
32636,Sc4Ag4O12,1,1,1,0.4,0.55,2,0.5699999999999998,71.85
32637,Li4Ce4O8,0,0,1,0.0,0.0,2,0.14000000000000012,54.8
32638,Ce4Cd4O12,1,0,1,0.2,1.0,2,0.5699999999999998,25.0
32640,Na3Rh3O6,1,1,0,0.25,0.8000000000000002,2,1.3499999999999996,81.24999999999999
32641,Li2Se4O12,0,0,0,0.0,0.0,2,1.5699999999999998,149.86666666666667
32643,Na3Cd3O6,1,0,0,0.25,1.0,2,0.7599999999999999,26.399999999999995
32644,Cr16Cd8O32,1,0,0,0.42857142857142855,0.6666666666666666,2,0.030000000000000027,42.86666666666667
32645,Sn1Pd1O4,1,1,0,0.16666666666666666,1.0,2,0.2400000000000002,80.5
32647,Zn4Sb8O16,1,0,0,0.14285714285714285,1.0,2,0.3999999999999999,68.80000000000001
32648,K12Fe4O16,1,0,0,0.125,0.6,2,1.0100000000000002,40.224999999999994
32649,Al6Cr2O12,1,0,0,0.1,0.5,2,0.04999999999999982,47.95
32650,Rb8Co4O12,1,0,0,0.16666666666666666,0.7,2,1.06,52.5
32651,Ti2Nb2O8,1,0,0,0.3333333333333333,0.30000000000000004,2,0.06000000000000005,46.849999999999994
32652,Sr1Cd1O2,1,0,0,0.25,1.0,2,0.74,2.5
32653,K16Al16O32,0,0,0,0.0,0.0,2,0.7900000000000001,45.45
32654,Hg1Pd1O4,1,1,0,0.3333333333333333,1.0,2,0.20000000000000018,26.85
32655,Ge4Se8O24,0,0,0,0.0,0.0,2,0.54,169.66666666666666
32656,Y18Al6O36,1,0,1,0.3,0.10000000000000002,2,0.3900000000000001,32.824999999999996
32658,Li12Hf4O14,1,0,0,0.13333333333333333,0.2,2,0.32000000000000006,44.7
32659,Na2Nb2O4,1,0,0,0.25,0.4,2,0.67,69.44999999999999
32661,Sr8Mn8O24,1,0,0,0.2,0.5,2,0.6000000000000001,2.5
32662,Sr12Si4O20,0,0,0,0.0,0.0,2,0.95,37.275
32666,Fe1Bi25O39,1,0,0,0.015384615384615385,0.6,2,0.18999999999999995,88.3923076923077
32667,Zn4Se4O16,1,0,0,0.16666666666666666,1.0,2,0.8999999999999999,97.5
32669,Nb4Se8O26,1,0,0,0.10526315789473684,0.4,2,0.9499999999999997,158.70000000000002
32671,Li2Sn1O4,0,0,0,0.0,0.0,2,0.98,75.5
32672,Tl12Si4O14,0,0,0,0.0,0.0,2,0.2799999999999998,47.925
32674,Na12Be2O8,0,0,0,0.0,0.0,2,0.64,45.25714285714285
32675,Cr4Re2O12,1,0,0,0.3333333333333333,0.5,2,0.24,47.699999999999996
32678,Ti6Ni6O18,1,0,0,0.4,0.49999999999999994,2,0.3699999999999999,59.79999999999999
32679,Fe1Ir1O4,1,1,0,0.3333333333333333,0.6499999999999999,2,0.3700000000000001,83.35
32680,Tl2Cu2O4,1,0,0,0.25,1.0,2,0.2799999999999998,68.80000000000001
32681,Be2Ga4O8,0,0,0,0.0,0.0,2,0.24,27.333333333333332
32682,V6Ga3O15,1,0,0,0.25,0.3,2,0.18000000000000016,47.599999999999994
32683,Ca4Ga16O28,0,0,0,0.0,0.0,2,0.81,33.28
32684,Ga3Ag3O6,1,1,0,0.25,1.0,2,0.11999999999999988,83.3
32685,Lu32O48,0,0,1,0.0,0.0,1,0.0,50.0
32686,Mn10Cr2O16,1,0,0,0.42857142857142855,0.5,2,0.10999999999999988,10.716666666666667
32687,Ba1Ce1O3,0,0,1,0.0,0.0,2,0.2300000000000001,31.95
32689,Mg4Ge4O12,0,0,0,0.0,0.0,2,0.6999999999999997,59.5
32690,Sb4Rh4O16,1,1,0,0.16666666666666666,0.8,2,0.22999999999999998,106.45
32691,Li6Ru2O8,1,1,0,0.125,0.7,2,1.2200000000000002,70.025
32692,Li8Ru4O12,1,1,0,0.16666666666666666,0.7,2,1.2200000000000002,73.49999999999999
32693,Cr1Pd1O4,1,1,0,0.3333333333333333,0.75,2,0.5400000000000003,59.0
32694,K4Bi4O8,0,0,0,0.0,0.0,2,1.2000000000000002,69.85
32697,Ca2Mn14O16,1,0,0,0.4375,0.5,2,0.55,0.3
32699,Ba4Os2O8,1,1,0,0.14285714285714285,0.6,2,1.31,44.633333333333326
32700,Sr1Os1O3,1,1,0,0.2,0.6,2,1.2500000000000002,55.55
32701,V8Se8O44,1,0,0,0.13333333333333333,0.3,2,0.9199999999999999,122.95
32703,Ni2Ag2O4,1,1,0,0.5,0.9,2,0.020000000000000018,118.80000000000001
32705,Li4Au4O8,1,1,0,0.25,1.0,2,1.56,141.20000000000002
32706,Bi8Pd4O16,1,1,0,0.14285714285714285,1.0,2,0.18000000000000016,78.76666666666668
32707,Ag2Bi2O4,1,1,0,0.25,1.0,2,0.09000000000000008,108.45
32708,K4Cd4O6,1,0,0,0.2857142857142857,1.0,2,0.87,24.2
32709,Al4Mo4O12,1,0,0,0.2,0.5,2,0.55,57.2
32710,Rb8Be8O12,0,0,0,0.0,0.0,2,0.7500000000000001,23.45
32713,Mg8Ni16O32,1,0,0,0.2857142857142857,0.8,2,0.5999999999999999,74.66666666666667
32714,Tl2Cu2O4,1,0,0,0.25,1.0,2,0.2799999999999998,68.80000000000001
32715,Si2Ag8O8,1,1,0,0.4444444444444444,1.0,2,0.030000000000000027,127.29999999999998
32716,V8Re8O32,1,0,0,0.3333333333333333,0.4,2,0.27,32.7
32717,Mn2V10O24,1,0,0,0.3333333333333333,0.33333333333333326,2,0.07999999999999985,42.41666666666666
32719,Rb16Mg8O16,0,0,0,0.0,0.0,2,0.4900000000000001,31.266666666666666
32720,Ga1Te1O4,0,0,0,0.0,0.0,2,0.29000000000000004,115.6
32721,Cd4O8,1,0,0,0.3333333333333333,1.0,1,0.0,0.0
32722,Sc4Mn8O20,1,0,1,0.375,0.3666666666666667,2,0.18999999999999995,6.033333333333334
32723,Zn2W4O14,1,0,0,0.3,0.6,2,0.71,52.4
32726,Cu2Bi2O4,1,0,0,0.25,1.0,2,0.1200000000000001,104.85000000000001
32728,Mn8Bi4O20,1,0,0,0.25,0.5,2,0.47,30.433333333333334
32729,Fe6Sb6O24,1,0,0,0.16666666666666666,0.6,2,0.21999999999999975,59.45000000000001
32730,Si12Sn12O36,0,0,0,0.0,0.0,2,0.06000000000000005,120.7
32731,Mg2Mn4O6,1,0,0,0.3333333333333333,0.5,2,0.24,0.0
32732,Ca4Cu8O16,1,0,0,0.2857142857142857,1.0,2,0.8999999999999999,79.73333333333333
32733,Tl1Sn1O4,0,0,0,0.0,0.0,2,0.33999999999999986,63.25
32735,Ca16Cu20O40,1,0,0,0.2631578947368421,1.0,2,0.8999999999999999,66.84444444444446
32736,Y4Ta4O16,1,0,1,0.3333333333333333,0.2,2,0.28,30.3
32737,Ca4Cr4O16,1,0,0,0.16666666666666666,0.5,2,0.6599999999999999,33.35
32738,Y4Nb4O16,1,0,1,0.3333333333333333,0.25,2,0.3800000000000001,57.849999999999994
32740,K1Ru1O3,1,1,0,0.2,0.7,2,1.3800000000000003,74.85
32741,Li10Os2O12,1,1,0,0.08333333333333333,0.6,2,1.2200000000000002,67.35000000000001
32744,Mn4Tl4O12,1,0,0,0.2,0.5,2,0.07000000000000006,9.6
32746,Sc2Ta2O8,1,0,1,0.3333333333333333,0.2,2,0.1399999999999999,24.55
32747,Mn6Sn2O16,1,0,0,0.25,0.5,2,0.4099999999999999,26.825
32748,Li8Ag8O8,1,1,0,0.3333333333333333,1.0,2,0.95,92.6
32749,K10Co4O9,1,0,0,0.17391304347826086,0.7,2,1.06,52.77142857142858
32750,Sc4V4O12,1,0,1,0.4,0.2,2,0.2699999999999998,34.5
32751,Rb4Tl4O4,0,0,0,0.0,0.0,2,0.8000000000000002,33.05
32752,Al6V6O18,1,0,0,0.2,0.3,2,0.019999999999999796,46.699999999999996
32753,Ta2Sb6O16,1,0,0,0.08333333333333333,0.3,2,0.5499999999999998,85.15
32754,Cu2Bi4O8,1,0,0,0.14285714285714285,1.0,2,0.1200000000000001,100.33333333333333
32755,Rb20Fe12O24,1,0,0,0.21428571428571427,0.5999999999999999,2,1.0100000000000002,35.199999999999996
32756,Ta2O5,1,0,0,0.2857142857142857,0.3,1,0.0,31.0
32757,Tl8Pd24O32,1,1,0,0.375,1.0,2,0.5800000000000001,45.075
32759,Mg2Al1O6,0,0,0,0.0,0.0,2,0.30000000000000004,14.166666666666666
32760,Cu4Se8O20,1,0,0,0.125,1.0,2,0.6499999999999999,169.46666666666667
32761,Cr8Fe4O16,1,0,0,0.42857142857142855,0.5333333333333332,2,0.17000000000000015,48.100000000000016
32762,Zn1Ni9O10,1,0,0,0.5,0.8200000000000001,2,0.26,100.8
32763,Ir1W1O4,1,1,0,0.3333333333333333,0.55,2,0.1599999999999997,114.8
32764,Sn1Rh1O4,1,1,0,0.16666666666666666,0.8,2,0.31999999999999984,108.5
32767,Li2Bi24O40,0,0,0,0.0,0.0,2,1.04,88.86153846153846
32768,Pd2Se2O6,1,1,0,0.2,1.0,2,0.34999999999999964,124.35
32769,Ti2Cd1O6,1,0,0,0.3333333333333333,0.4666666666666666,2,0.1499999999999999,5.066666666666666
32770,Li6Bi2O8,0,0,0,0.0,0.0,2,1.04,67.525
32771,Y18Al6O36,1,0,1,0.3,0.10000000000000002,2,0.3900000000000001,32.824999999999996
32772,Hf2Zr2O8,1,0,0,0.3333333333333333,0.2,2,0.030000000000000027,20.55
32774,Y12O18,1,0,1,0.4,0.10000000000000002,1,0.0,29.60000000000001
32775,Ga8Ni4O16,1,0,0,0.14285714285714285,0.8,2,0.09999999999999987,64.66666666666667
32777,Zn6Ge6O18,1,0,0,0.2,1.0,2,0.3599999999999999,59.5
32778,K4Al4O8,0,0,0,0.0,0.0,2,0.7900000000000001,45.45
32779,Ni6Bi20O40,1,0,0,0.09090909090909091,0.7999999999999999,2,0.1100000000000001,96.0769230769231
32783,Sc6Bi6O18,1,0,1,0.2,0.09999999999999999,2,0.6599999999999999,54.699999999999996
32785,Mg4Se4O16,0,0,0,0.0,0.0,2,1.2399999999999998,97.5
32786,Ca2W4O12,1,0,0,0.2222222222222222,0.4,2,1.3599999999999999,53.199999999999996
32788,Sc4Mn8O16,1,0,1,0.42857142857142855,0.3666666666666667,2,0.18999999999999995,6.033333333333334
32789,Rb2Cr6O16,1,0,0,0.25,0.5,2,0.84,59.949999999999996
32790,Ca4Se4O12,0,0,0,0.0,0.0,2,1.5499999999999998,98.7
32791,Ag1Rh1O4,1,1,0,0.3333333333333333,0.9,2,0.34999999999999987,117.65
32792,Sr12Si4O4,0,0,0,0.0,0.0,2,0.95,37.275
32794,Ag1Pd1O2,1,1,0,0.5,1.0,2,0.27000000000000024,89.65
32795,Sr4Au4O8,1,1,0,0.25,1.0,2,1.59,113.9
32796,K1Os1O3,1,1,0,0.2,0.6,2,1.3800000000000003,77.25
32797,K8Cu8O8,1,0,0,0.3333333333333333,1.0,2,1.08,83.4
32798,Ca4Se6O16,0,0,0,0.0,0.0,2,1.5499999999999998,117.96
32800,Y2Mo6O16,1,0,1,0.3333333333333333,0.4,2,0.9400000000000002,61.325
32801,Co1W1O4,1,0,0,0.3333333333333333,0.55,2,0.48,71.15
32802,Zn8Cr16O32,1,0,0,0.42857142857142855,0.6666666666666666,2,0.010000000000000009,42.86666666666667
32804,Y2Ag2O4,1,1,1,0.5,0.55,2,0.71,77.6
32805,Ga6Bi6O18,0,0,0,0.0,0.0,2,0.20999999999999996,66.14999999999999
32806,Cu1Au1O4,1,1,0,0.3333333333333333,1.0,2,0.6400000000000001,170.60000000000002
32807,Ca2Mn2O4,1,0,0,0.25,0.5,2,0.55,1.2
32808,Mg8Ge8O24,0,0,0,0.0,0.0,2,0.6999999999999997,59.5
