system_id,ads_symbols,HOMO_energy_eV,LUMO_energy_eV,chemical_hardness_eV,chemical_softness,electrophilicity_index,formation_enthalpy_kJmol,entropy_298K_JmolK,characteristic_frequency_cm1,bond_order,has_lone_pair,has_pi_bond,surface_binding_mode
21729,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21730,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21731,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21732,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21734,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21745,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21746,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21747,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21748,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21749,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21751,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21752,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21753,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21754,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21755,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21756,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21758,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21759,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21760,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21761,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21762,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21764,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21765,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21767,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21768,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21769,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21770,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21772,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21774,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21775,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21777,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21778,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21779,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21780,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21781,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21782,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21783,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21784,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21785,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21787,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21790,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21791,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21792,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21795,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21796,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21798,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21799,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21800,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21801,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21802,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21803,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21807,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21808,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21809,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21811,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21812,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21813,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21814,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21815,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21816,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
21818,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21819,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21821,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21822,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21823,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21824,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21825,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
21826,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21828,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21829,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21830,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21831,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21832,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21834,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21836,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21839,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21840,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21842,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
21844,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21845,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21846,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21847,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21848,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21849,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21850,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21851,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21852,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21853,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21854,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21855,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21856,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21857,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21858,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21859,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21860,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
21861,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21863,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21864,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21865,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21866,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
21867,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21868,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21869,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21870,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21871,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21872,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21873,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21874,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21875,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21876,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21877,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21879,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21880,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21881,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21882,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21884,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21885,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21887,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21888,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21889,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21890,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21891,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21893,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21894,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21895,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21896,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
21897,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21899,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21900,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21901,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21903,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21904,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21905,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21906,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21908,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21910,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21911,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21912,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21913,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21915,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21916,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21917,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21918,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21919,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21920,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21921,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21923,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21924,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21925,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21929,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21932,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21933,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21934,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21935,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21936,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21938,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21939,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21941,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21945,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21946,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21948,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21949,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21950,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21952,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
21953,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21955,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21956,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21957,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21959,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21960,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21961,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21965,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21966,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21967,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
21969,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21971,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21972,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21973,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21974,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21975,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21976,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21978,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21979,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21980,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21981,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21982,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21983,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21985,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21987,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21988,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
21989,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21991,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
21992,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
21993,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
21994,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
21995,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
21996,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
21999,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22001,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22002,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22003,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22004,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
22005,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
22006,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
22008,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22009,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22010,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
22011,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22012,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22013,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22015,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22016,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22017,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22019,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
22020,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22021,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22022,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
22023,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22024,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22025,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
22026,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22027,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22028,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22030,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22032,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22033,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
22034,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22035,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
22038,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22039,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22040,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22041,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22044,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
22045,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22046,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22048,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22049,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22054,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22056,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22057,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22058,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22060,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22061,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22065,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
22066,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22068,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22069,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22070,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22071,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
22072,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22075,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22076,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22077,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22078,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22079,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22080,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
22081,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22082,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22083,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22084,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
22085,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22086,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22088,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22089,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22090,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22092,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22093,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
22094,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22096,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22097,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22100,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22101,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22102,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22104,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22109,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22111,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
22112,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22113,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22114,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22115,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22116,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22119,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22120,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22121,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22122,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22123,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
22124,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22126,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22128,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22129,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
22130,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
22132,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
22134,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22136,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22137,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22138,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
22139,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
22140,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
22141,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
22143,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
